insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lyon', 'Stapylton', 30);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Anneliese', 'Pomfrett', 80);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Brigg', 'Judkins', 94);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Reta', 'Wisdom', 13);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Chelsae', 'Edwinson', 50);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Aline', 'Debrick', 86);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Winthrop', 'Cabrer', 7);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Maureen', 'McConaghy', 47);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Selle', 'Sandever', 82);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Julie', 'Gernier', 35);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Yorgo', 'Pigne', 38);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ringo', 'Mac Giany', 16);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gilbert', 'Sturte', 55);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Mia', 'Hulland', 41);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Agnesse', 'Ancell', 49);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Pancho', 'Lefever', 86);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ambrosi', 'Sutterfield', 88);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Steffie', 'Langfitt', 45);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Elizabeth', 'Fansy', 10);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Verna', 'Tuppeny', 58);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Vicky', 'Shine', 91);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Goraud', 'MacKaig', 42);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Andie', 'Cadigan', 3);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Devlin', 'Addionisio', 80);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Harlan', 'Timson', 34);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Andrei', 'Brashier', 96);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Pauline', 'Jakubski', 95);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Spenser', 'Wilkin', 59);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Wolfy', 'Bayman', 84);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lorene', 'Shuttle', 92);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Farica', 'Mabbitt', 20);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lyman', 'Wrout', 38);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Fulton', 'Levet', 93);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Wendall', 'Mangam', 60);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Brandise', 'Dowdell', 36);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Bidget', 'Wythe', 16);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Raleigh', 'Nuemann', 62);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Arleyne', 'Ellingsworth', 43);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Noam', 'Dunnan', 3);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Mic', 'Mohammad', 93);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ly', 'Chidley', 23);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Christel', 'Jeakins', 2);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Guido', 'Thewless', 36);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Liza', 'Kettleson', 46);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Tisha', 'Gascar', 13);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lee', 'Morstatt', 21);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Rosalinde', 'Fausch', 100);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Vannie', 'Hillin', 76);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Godwin', 'Marzello', 33);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Katina', 'Marie', 29);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lorrayne', 'Gages', 78);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Valerye', 'Kean', 74);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Mira', 'Moyler', 35);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Agnola', 'Poff', 77);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Estevan', 'Woollcott', 17);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Neysa', 'Kirstein', 30);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Cullie', 'Cragell', 44);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Perice', 'Mulholland', 59);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Marquita', 'Haslock', 48);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Karee', 'Taggart', 81);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Jeri', 'Drew', 55);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Tiffi', 'Oxshott', 92);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Thea', 'Bloxsome', 44);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ario', 'Appleford', 77);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Nedda', 'Moule', 53);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Deana', 'Vogele', 95);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Donella', 'Elderkin', 66);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Vasily', 'Dack', 53);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Dyanne', 'Zammett', 54);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Neale', 'Anniwell', 28);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ignatius', 'Fadell', 82);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Shantee', 'Jamblin', 69);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Vaughn', 'Cawt', 41);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Griselda', 'Punshon', 88);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Tammy', 'Jory', 2);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Tawnya', 'Matoshin', 98);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Rorke', 'Blaw', 42);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Vanya', 'Baggallay', 57);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Hyacinth', 'Bambery', 5);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Dannel', 'Sanford', 41);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Laverne', 'Carah', 8);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Isador', 'Candlin', 17);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Tomaso', 'Ciciari', 32);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Krystal', 'Oldacre', 24);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Collen', 'Falconar', 1);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Dell', 'Simenet', 18);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Janith', 'Le Gallo', 39);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Coletta', 'Freemantle', 2);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Georgina', 'Cars', 8);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kimbra', 'Yeowell', 60);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Alano', 'Wadforth', 82);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Malynda', 'Blythin', 44);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kelbee', 'Twinterman', 18);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Elke', 'Di Napoli', 2);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Hussein', 'MacTimpany', 69);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Barbee', 'Simcock', 73);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Cris', 'Clewer', 56);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Marney', 'Barth', 44);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Noby', 'Hanning', 33);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Rafaellle', 'Roadnight', 5);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gunilla', 'Elstub', 61);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('King', 'Shalliker', 72);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Roseline', 'Bernardon', 22);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ricard', 'Sharman', 27);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Reinhard', 'Caukill', 61);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Meredith', 'Capener', 13);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Giacopo', 'Wainman', 14);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Allie', 'Checkley', 47);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Daniella', 'MacDearmid', 81);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Prisca', 'Gault', 28);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gray', 'Hilling', 7);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gussy', 'Royste', 92);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Davon', 'Rushbrook', 3);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Torrin', 'Bridgewood', 3);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Nicki', 'Dorricott', 96);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Fredelia', 'Lynas', 35);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gael', 'Adelman', 86);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Merrily', 'Sangra', 28);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lurette', 'Izaac', 84);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Davin', 'Swannie', 70);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Elyn', 'Patsall', 49);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Marchelle', 'Mance', 32);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Rhea', 'Maddick', 21);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Stanislaus', 'Harlowe', 60);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Bobbee', 'Luckham', 86);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Pansie', 'Tiller', 63);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Alonso', 'Padefield', 16);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Demetri', 'Van der Kruis', 77);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Caren', 'Joubert', 69);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Delia', 'Privost', 98);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Clarisse', 'Walcher', 38);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Guthrie', 'Vacher', 20);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Maude', 'Gamage', 54);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lonnie', 'Kollach', 55);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Daffi', 'Sellan', 8);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Hyman', 'Kuhl', 75);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ninon', 'Baggot', 52);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Murdoch', 'McNeilly', 27);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Tracee', 'Chattey', 88);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Danit', 'Kinnerk', 65);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Denni', 'Swains', 47);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Bartholomeo', 'Braybrooks', 65);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ham', 'Cowper', 2);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ellswerth', 'Ingry', 23);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Jeanelle', 'Bellord', 55);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Petronilla', 'Kroll', 2);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Bard', 'Cunney', 85);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kirstyn', 'Sallowaye', 94);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Herby', 'Sollam', 4);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Easter', 'Sharma', 65);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gabriele', 'Sprakes', 28);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kim', 'Renyard', 29);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Clementius', 'Lebel', 22);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Eal', 'McOrkil', 94);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ladonna', 'Beadman', 77);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Micky', 'Croci', 3);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Andres', 'Muffen', 85);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Michale', 'Johnys', 17);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Florinda', 'Summerton', 52);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Beitris', 'Parnall', 80);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Chance', 'Navaro', 41);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Fanchon', 'Jepson', 8);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Maurita', 'Pattenden', 92);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Cristi', 'Whitmell', 67);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Maynard', 'Cregeen', 12);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Loni', 'Edridge', 46);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Maia', 'Hovenden', 60);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Cirilo', 'Eicheler', 97);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Rooney', 'Petrovsky', 5);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Trev', 'Marchello', 57);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Vyky', 'Routley', 84);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Letta', 'Cobbold', 51);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Pia', 'Djokic', 6);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kore', 'Rahl', 18);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ozzie', 'Suscens', 86);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Hastie', 'Tomlinson', 88);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Aland', 'Naughton', 32);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Cristi', 'Greenalf', 62);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Fanny', 'Jeyness', 20);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Melesa', 'Satford', 74);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Zack', 'Hammer', 22);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Mose', 'Grieg', 66);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lesly', 'Broomfield', 16);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Arabele', 'Bowdrey', 76);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Eimile', 'Lichtfoth', 82);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Shoshana', 'Ellwood', 91);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Constantia', 'O''Rodane', 80);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ulises', 'Rearie', 45);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Daveen', 'Brear', 82);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Almire', 'Chsteney', 42);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kalie', 'Warr', 92);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Roderich', 'Leverett', 9);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Redford', 'Saulter', 31);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lenna', 'Grabbam', 40);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Hube', 'Sloley', 76);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kaitlynn', 'Bower', 41);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Jere', 'Brodley', 83);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Moe', 'Normant', 18);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Henrie', 'Biggins', 85);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Michelina', 'Basnett', 1);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Christy', 'Shemmin', 5);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ethan', 'Mulvihill', 55);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Burke', 'Mugleston', 98);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Maddy', 'Hallsworth', 29);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Jobyna', 'Briffett', 44);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Kimball', 'Lamshead', 3);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Si', 'Eastridge', 83);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Rheba', 'Wadeson', 100);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gennifer', 'Bramhill', 66);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lisbeth', 'Gilstoun', 1);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Thomas', 'Jickles', 87);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Terri', 'Jurgenson', 76);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Desmund', 'Petasch', 16);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lazare', 'Marsden', 83);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Earl', 'Iffland', 75);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Magdalene', 'Ollenbuttel', 64);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Janean', 'Camoys', 50);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Anabella', 'Yeulet', 74);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Sissy', 'Giraudo', 97);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Arin', 'McDonnell', 21);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Drud', 'Norval', 73);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Bonita', 'Gook', 64);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Tristam', 'Early', 74);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Alphonse', 'Jeal', 1);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Portie', 'Asel', 39);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Dolph', 'Darnbrough', 69);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Keir', 'Rivilis', 100);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Collie', 'Folomkin', 98);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Arlen', 'Cudihy', 68);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Lelia', 'MacNalley', 51);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Odell', 'Vinnick', 100);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Joela', 'Donati', 13);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Vanna', 'Taffs', 18);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Florry', 'Mateu', 47);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Blair', 'Garfield', 63);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Derron', 'Hatliff', 51);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Currey', 'Espasa', 49);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Jordain', 'Yerson', 88);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Robenia', 'Tow', 76);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gisella', 'Buttwell', 79);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Gilberte', 'Martyntsev', 61);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Augusto', 'Antwis', 100);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Candis', 'Gelletly', 3);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Ashla', 'Willcocks', 51);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Laverne', 'Yendle', 59);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Corrianne', 'Haysom', 14);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Genevra', 'Simeons', 2);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Miof mela', 'Falconer-Taylor', 11);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Nissie', 'Plail', 75);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Roarke', 'Zanolli', 99);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Rinaldo', 'McElree', 18);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Hayley', 'Bushell', 55);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Bryon', 'Brittle', 70);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Harbert', 'Eccott', 20);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Christin', 'Hackworthy', 42);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Jourdan', 'Occleshaw', 65);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Christiano', 'Betancourt', 46);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Amberly', 'Roakes', 22);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Zelig', 'Vasishchev', 85);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Wait', 'Beddis', 27);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Avivah', 'Dunstan', 84);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Antoine', 'Magister', 95);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Garner', 'Symcoxe', 14);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Enoch', 'Pinnington', 91);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Laurence', 'Stilly', 36);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Sergent', 'Hurll', 36);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Emelen', 'Trevain', 90);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Alessandro', 'Gallon', 65);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Walsh', 'Philipet', 65);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Greggory', 'Kristufek', 68);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Christyna', 'Worland', 50);
insert into ad2223.mtirado (nombre, apellidos, edad) values ('Clemence', 'Murfill', 17);
